Trial,Cores,Implementation,Nanos/Op,Total,Rlen
14,12,plain add,24.4,4931000,1.0
0,13,plain add,26.8,4848000,1.0
1,13,plain add,27.6,4718000,1.0
2,13,plain add,27.9,4661000,1.0
3,13,plain add,27.7,4702000,1.0
4,13,plain add,26.8,4856000,1.0
5,13,plain add,27.0,4822000,1.0
6,13,plain add,27.8,4683000,1.0
7,13,plain add,27.4,4752000,1.0
8,13,plain add,26.8,4860000,1.0
9,13,plain add,25.9,5021000,1.0
10,13,plain add,27.3,4772000,1.0
11,13,plain add,27.3,4771000,1.0
12,13,plain add,26.3,4955000,1.0
13,13,plain add,26.5,4909000,1.0
14,13,plain add,28.0,4651000,1.0
0,14,plain add,29.5,4758000,1.0
1,14,plain add,29.2,4803000,1.0
2,14,plain add,28.4,4932000,1.0
3,14,plain add,29.2,4806000,1.0
4,14,plain add,28.1,4991000,1.0
5,14,plain add,29.1,4815000,1.0
6,14,plain add,30.2,4646000,1.0
7,14,plain add,30.3,4618000,1.0
8,14,plain add,29.5,4749000,1.0
9,14,plain add,28.3,4959000,1.0
10,14,plain add,29.1,4816000,1.0
11,14,plain add,28.2,4960000,1.0
12,14,plain add,30.0,4675000,1.0
13,14,plain add,30.2,4646000,1.0
14,14,plain add,28.6,4900000,1.0
0,15,plain add,32.1,4682000,1.0
1,15,plain add,31.3,4803000,1.0
2,15,plain add,31.6,4755000,1.0
3,15,plain add,31.9,4703000,1.0
4,15,plain add,31.5,4775000,1.0
5,15,plain add,33.0,4551000,1.0
6,15,plain add,30.7,4886000,1.0
7,15,plain add,32.4,4641000,1.0
8,15,plain add,31.8,4723000,1.0
9,15,plain add,32.1,4673000,1.0
10,15,plain add,32.0,4697000,1.0
11,15,plain add,32.3,4652000,1.0
12,15,plain add,32.4,4637000,1.0
13,15,plain add,30.6,4903000,1.0
14,15,plain add,33.4,4493000,1.0
0,16,plain add,34.2,4684000,1.0
1,16,plain add,33.6,4765000,1.0
2,16,plain add,35.8,4478000,1.0
3,16,plain add,34.1,4696000,1.0
4,16,plain add,34.5,4646000,1.0
5,16,plain add,34.5,4642000,1.0
6,16,plain add,32.6,4911000,1.0
7,16,plain add,33.8,4738000,1.0
8,16,plain add,33.8,4742000,1.0
9,16,plain add,34.3,4671000,1.0
10,16,plain add,34.2,4689000,1.0
11,16,plain add,35.3,4537000,1.0
12,16,plain add,33.8,4740000,1.0
13,16,plain add,34.6,4624000,1.0
14,16,plain add,34.9,4597000,1.0
0,1,tls add,3.2,3125000,1.0
1,1,tls add,3.2,3130000,1.0
2,1,tls add,3.2,3127000,1.0
3,1,tls add,3.2,3133000,1.0
4,1,tls add,3.2,3122000,1.0
5,1,tls add,3.2,3125000,1.0
6,1,tls add,3.2,3122000,1.0
7,1,tls add,3.2,3127000,1.0
8,1,tls add,3.2,3127000,1.0
9,1,tls add,3.2,3121000,1.0
10,1,tls add,3.2,3129000,1.0
11,1,tls add,3.2,3128000,1.0
12,1,tls add,3.2,3121000,1.0
13,1,tls add,3.2,3127000,1.0
14,1,tls add,3.2,3127000,1.0
0,2,tls add,3.2,6250000,1.0
1,2,tls add,3.2,6246000,1.0
2,2,tls add,3.2,6245000,1.0
3,2,tls add,3.2,6246000,1.0
4,2,tls add,3.2,6245000,1.0
5,2,tls add,3.2,6245000,1.0
6,2,tls add,3.2,6239000,1.0
7,2,tls add,3.2,6255000,1.0
8,2,tls add,3.2,6254000,1.0
9,2,tls add,3.2,6251000,1.0
10,2,tls add,3.2,6250000,1.0
11,2,tls add,3.2,6252000,1.0
12,2,tls add,3.2,6262000,1.0
13,2,tls add,3.2,6254000,1.0
14,2,tls add,3.2,6257000,1.0
0,3,tls add,3.2,9376000,1.0
1,3,tls add,3.2,9377000,1.0
2,3,tls add,3.2,9377000,1.0
3,3,tls add,3.2,9370000,1.0
4,3,tls add,3.2,9386000,1.0
5,3,tls add,3.2,9370000,1.0
6,3,tls add,3.2,9378000,1.0
7,3,tls add,3.2,9364000,1.0
8,3,tls add,3.2,9384000,1.0
9,3,tls add,3.2,9380000,1.0
10,3,tls add,3.2,9383000,1.0
11,3,tls add,3.2,9391000,1.0
12,3,tls add,3.2,9368000,1.0
13,3,tls add,3.2,9370000,1.0
14,3,tls add,3.2,9373000,1.0
0,4,tls add,3.2,12503000,1.0
1,4,tls add,3.2,12508000,1.0
2,4,tls add,3.2,12498000,1.0
3,4,tls add,3.2,12495000,1.0
4,4,tls add,3.2,12513000,1.0
5,4,tls add,3.2,12494000,1.0
6,4,tls add,3.2,12522000,1.0
7,4,tls add,3.2,12499000,1.0
8,4,tls add,3.2,12496000,1.0
9,4,tls add,3.2,12497000,1.0
10,4,tls add,3.2,12504000,1.0
11,4,tls add,3.2,12482000,1.0
12,4,tls add,3.2,12502000,1.0
13,4,tls add,3.2,12496000,1.0
14,4,tls add,3.2,12504000,1.0
0,5,tls add,3.2,15634000,1.0
1,5,tls add,3.2,15621000,1.0
2,5,tls add,3.2,15619000,1.0
3,5,tls add,3.3,15342000,1.0
4,5,tls add,3.2,15638000,1.0
5,5,tls add,3.2,15629000,1.0
6,5,tls add,3.2,15629000,1.0
7,5,tls add,3.2,15638000,1.0
8,5,tls add,3.2,15635000,1.0
9,5,tls add,3.2,15620000,1.0
10,5,tls add,3.2,15620000,1.0
11,5,tls add,3.2,15650000,1.0
12,5,tls add,3.2,15623000,1.0
13,5,tls add,3.2,15633000,1.0
14,5,tls add,3.2,15638000,1.0
0,6,tls add,3.2,18756000,1.0
1,6,tls add,3.2,18750000,1.0
2,6,tls add,3.2,18759000,1.0
3,6,tls add,3.2,18738000,1.0
4,6,tls add,3.2,18751000,1.0
5,6,tls add,3.2,18753000,1.0
6,6,tls add,3.2,18759000,1.0
7,6,tls add,3.2,18757000,1.0
8,6,tls add,3.2,18766000,1.0
9,6,tls add,3.2,18748000,1.0
10,6,tls add,3.2,18750000,1.0
11,6,tls add,3.2,18750000,1.0
12,6,tls add,3.2,18750000,1.0
13,6,tls add,3.2,18752000,1.0
14,6,tls add,3.2,18767000,1.0
0,7,tls add,3.2,21892000,1.0
1,7,tls add,3.2,21863000,1.0
2,7,tls add,3.2,21863000,1.0
3,7,tls add,3.2,21875000,1.0
4,7,tls add,3.2,21873000,1.0
5,7,tls add,3.2,21872000,1.0
6,7,tls add,3.2,21890000,1.0
7,7,tls add,3.2,21874000,1.0
8,7,tls add,3.2,21888000,1.0
9,7,tls add,3.2,21875000,1.0
10,7,tls add,3.2,21886000,1.0
11,7,tls add,3.2,21875000,1.0
12,7,tls add,3.2,21881000,1.0
13,7,tls add,3.2,21870000,1.0
14,7,tls add,3.2,21888000,1.0
0,8,tls add,3.2,24994000,1.0
1,8,tls add,3.2,25026000,1.0
2,8,tls add,3.2,24999000,1.0
3,8,tls add,3.2,24992000,1.0
4,8,tls add,3.2,24995000,1.0
5,8,tls add,3.2,25009000,1.0
6,8,tls add,3.2,24793000,1.0
7,8,tls add,3.2,24984000,1.0
8,8,tls add,3.2,24994000,1.0
9,8,tls add,3.2,24993000,1.0
10,8,tls add,3.2,25010000,1.0
11,8,tls add,3.2,25027000,1.0
12,8,tls add,3.2,24995000,1.0
13,8,tls add,3.2,25005000,1.0
14,8,tls add,3.2,25003000,1.0
0,9,tls add,3.2,27911000,1.0
1,9,tls add,3.2,28132000,1.0
2,9,tls add,3.2,28139000,1.0
3,9,tls add,3.2,28100000,1.0
4,9,tls add,3.2,28128000,1.0
5,9,tls add,3.2,28119000,1.0
6,9,tls add,3.2,28136000,1.0
7,9,tls add,3.2,28112000,1.0
8,9,tls add,3.2,28122000,1.0
9,9,tls add,3.2,28115000,1.0
10,9,tls add,3.2,28121000,1.0
11,9,tls add,3.2,27957000,1.0
12,9,tls add,3.2,28136000,1.0
13,9,tls add,3.2,28107000,1.0
14,9,tls add,3.2,28141000,1.0
0,10,tls add,3.2,31258000,1.0
1,10,tls add,3.2,31251000,1.0
2,10,tls add,3.2,31259000,1.0
3,10,tls add,3.2,31249000,1.0
4,10,tls add,3.2,31251000,1.0
5,10,tls add,3.2,31263000,1.0
6,10,tls add,3.2,31248000,1.0
7,10,tls add,3.2,31246000,1.0
8,10,tls add,3.2,31240000,1.0
9,10,tls add,3.2,31268000,1.0
10,10,tls add,3.2,31262000,1.0
11,10,tls add,3.2,31043000,1.0
12,10,tls add,3.2,31237000,1.0
13,10,tls add,3.2,31271000,1.0
14,10,tls add,3.2,31261000,1.0
0,11,tls add,3.2,34359000,1.0
1,11,tls add,3.2,34373000,1.0
2,11,tls add,3.2,34376000,1.0
3,11,tls add,3.2,34358000,1.0
4,11,tls add,3.2,34400000,1.0
5,11,tls add,3.2,34373000,1.0
6,11,tls add,3.2,34381000,1.0
7,11,tls add,3.2,34372000,1.0
8,11,tls add,3.2,34396000,1.0
9,11,tls add,3.2,34387000,1.0
10,11,tls add,3.2,34404000,1.0
11,11,tls add,3.2,34358000,1.0
12,11,tls add,3.2,34370000,1.0
13,11,tls add,3.2,34393000,1.0
14,11,tls add,3.2,34370000,1.0
0,12,tls add,3.2,37488000,1.0
1,12,tls add,3.2,37514000,1.0
2,12,tls add,3.2,37442000,1.0
3,12,tls add,3.2,37507000,1.0
4,12,tls add,3.2,37506000,1.0
5,12,tls add,3.2,37522000,1.0
6,12,tls add,3.2,37516000,1.0
7,12,tls add,3.2,37497000,1.0
8,12,tls add,3.2,37483000,1.0
9,12,tls add,3.2,37499000,1.0
10,12,tls add,3.2,37503000,1.0
11,12,tls add,3.2,37516000,1.0
12,12,tls add,3.2,37525000,1.0
13,12,tls add,3.2,37509000,1.0
14,12,tls add,3.2,37505000,1.0
0,13,tls add,3.2,40631000,1.0
1,13,tls add,3.2,40631000,1.0
2,13,tls add,3.2,40639000,1.0
3,13,tls add,3.2,40611000,1.0
4,13,tls add,3.2,40617000,1.0
5,13,tls add,3.2,40634000,1.0
6,13,tls add,3.2,40620000,1.0
7,13,tls add,3.2,40612000,1.0
8,13,tls add,3.2,40658000,1.0
9,13,tls add,3.2,40628000,1.0
10,13,tls add,3.2,40626000,1.0
11,13,tls add,3.2,40611000,1.0
12,13,tls add,3.2,40632000,1.0
13,13,tls add,3.2,40616000,1.0
14,13,tls add,3.2,40626000,1.0
0,14,tls add,3.2,43749000,1.0
1,14,tls add,3.2,43746000,1.0
2,14,tls add,3.2,43749000,1.0
3,14,tls add,3.2,43752000,1.0
4,14,tls add,3.2,43737000,1.0
5,14,tls add,3.2,43745000,1.0
6,14,tls add,3.2,43740000,1.0
7,14,tls add,3.2,43725000,1.0
8,14,tls add,3.2,43764000,1.0
9,14,tls add,3.2,43726000,1.0
10,14,tls add,3.2,43753000,1.0
11,14,tls add,3.2,43760000,1.0
12,14,tls add,3.2,43776000,1.0
13,14,tls add,3.2,43745000,1.0
14,14,tls add,3.2,43756000,1.0
0,15,tls add,3.2,46847000,1.0
1,15,tls add,3.2,46853000,1.0
2,15,tls add,3.2,46874000,1.0
3,15,tls add,3.2,46888000,1.0
4,15,tls add,3.2,46874000,1.0
5,15,tls add,3.2,46900000,1.0
6,15,tls add,3.2,46891000,1.0
7,15,tls add,3.2,46889000,1.0
8,15,tls add,3.2,46896000,1.0
9,15,tls add,3.2,46870000,1.0
10,15,tls add,3.2,46888000,1.0
11,15,tls add,3.2,46893000,1.0
12,15,tls add,3.2,46862000,1.0
13,15,tls add,3.2,46860000,1.0
14,15,tls add,3.2,46891000,1.0
0,16,tls add,3.2,49896000,1.0
1,16,tls add,3.2,49825000,1.0
2,16,tls add,3.2,50003000,1.0
3,16,tls add,3.2,49982000,1.0
4,16,tls add,3.2,50005000,1.0
5,16,tls add,3.2,49999000,1.0
6,16,tls add,3.2,49994000,1.0
7,16,tls add,3.2,50016000,1.0
8,16,tls add,3.2,49996000,1.0
9,16,tls add,3.2,49968000,1.0
10,16,tls add,3.2,50000000,1.0
11,16,tls add,3.2,49996000,1.0
12,16,tls add,3.2,50011000,1.0
13,16,tls add,3.2,49994000,1.0
14,16,tls add,3.2,49992000,1.0
0,1,atomic add,5.3,1903000,1.0
1,1,atomic add,5.3,1904000,1.0
2,1,atomic add,5.3,1904000,1.0
3,1,atomic add,5.3,1904000,1.0
4,1,atomic add,5.3,1903000,1.0
5,1,atomic add,5.3,1904000,1.0
6,1,atomic add,5.3,1904000,1.0
7,1,atomic add,5.3,1904000,1.0
8,1,atomic add,5.3,1904000,1.0
9,1,atomic add,5.3,1904000,1.0
10,1,atomic add,5.3,1903000,1.0
11,1,atomic add,5.3,1904000,1.0
12,1,atomic add,5.3,1904000,1.0
13,1,atomic add,5.3,1904000,1.0
14,1,atomic add,5.3,1904000,1.0
0,2,atomic add,17.0,1175000,1.0
1,2,atomic add,17.0,1177000,1.0
2,2,atomic add,17.0,1175000,1.0
3,2,atomic add,17.0,1176000,1.0
4,2,atomic add,17.0,1178000,1.0
5,2,atomic add,17.0,1176000,1.0
6,2,atomic add,17.0,1178000,1.0
7,2,atomic add,17.0,1178000,1.0
8,2,atomic add,17.0,1176000,1.0
9,2,atomic add,17.0,1174000,1.0
10,2,atomic add,17.0,1176000,1.0
11,2,atomic add,17.0,1175000,1.0
12,2,atomic add,17.0,1176000,1.0
13,2,atomic add,17.0,1176000,1.0
14,2,atomic add,17.0,1177000,1.0
0,3,atomic add,26.2,1146000,1.0
1,3,atomic add,26.2,1144000,1.0
2,3,atomic add,26.2,1146000,1.0
3,3,atomic add,26.3,1144000,1.0
4,3,atomic add,26.2,1146000,1.0
5,3,atomic add,26.2,1144000,1.0
6,3,atomic add,26.3,1143000,1.0
7,3,atomic add,26.2,1146000,1.0
8,3,atomic add,26.2,1145000,1.0
9,3,atomic add,26.3,1143000,1.0
10,3,atomic add,26.2,1145000,1.0
11,3,atomic add,26.2,1144000,1.0
12,3,atomic add,26.2,1144000,1.0
13,3,atomic add,26.2,1144000,1.0
14,3,atomic add,26.2,1146000,1.0
0,4,atomic add,34.6,1158000,1.0
1,4,atomic add,34.7,1153000,1.0
2,4,atomic add,34.9,1148000,1.0
3,4,atomic add,34.7,1154000,1.0
4,4,atomic add,34.7,1153000,1.0
5,4,atomic add,34.6,1159000,1.0
6,4,atomic add,34.5,1159000,1.0
7,4,atomic add,34.7,1157000,1.0
8,4,atomic add,34.8,1150000,1.0
9,4,atomic add,34.4,1164000,1.0
10,4,atomic add,34.7,1152000,1.0
11,4,atomic add,34.8,1150000,1.0
12,4,atomic add,34.7,1155000,1.0
13,4,atomic add,34.7,1155000,1.0
14,4,atomic add,34.5,1162000,1.0
0,5,atomic add,44.9,1115000,1.0
1,5,atomic add,45.5,1101000,1.0
2,5,atomic add,45.7,1096000,1.0
3,5,atomic add,45.7,1097000,1.0
4,5,atomic add,45.8,1094000,1.0
5,5,atomic add,45.7,1096000,1.0
6,5,atomic add,45.7,1094000,1.0
7,5,atomic add,45.6,1099000,1.0
8,5,atomic add,45.6,1098000,1.0
9,5,atomic add,45.6,1099000,1.0
10,5,atomic add,45.6,1099000,1.0
11,5,atomic add,45.7,1095000,1.0
12,5,atomic add,45.6,1098000,1.0
13,5,atomic add,45.4,1105000,1.0
14,5,atomic add,45.6,1098000,1.0
0,6,atomic add,56.4,1065000,1.0
1,6,atomic add,56.3,1067000,1.0
2,6,atomic add,55.8,1079000,1.0
3,6,atomic add,56.3,1067000,1.0
4,6,atomic add,56.7,1061000,1.0
5,6,atomic add,56.2,1069000,1.0
6,6,atomic add,56.1,1071000,1.0
7,6,atomic add,57.4,1047000,1.0
8,6,atomic add,56.7,1060000,1.0
9,6,atomic add,56.2,1070000,1.0
10,6,atomic add,56.6,1063000,1.0
11,6,atomic add,55.6,1079000,1.0
12,6,atomic add,55.9,1074000,1.0
13,6,atomic add,55.7,1079000,1.0
14,6,atomic add,57.5,1047000,1.0
0,7,atomic add,65.4,1074000,1.0
1,7,atomic add,66.3,1059000,1.0
2,7,atomic add,66.6,1054000,1.0
3,7,atomic add,66.3,1058000,1.0
4,7,atomic add,65.6,1068000,1.0
5,7,atomic add,66.5,1055000,1.0
6,7,atomic add,66.5,1057000,1.0
7,7,atomic add,65.1,1079000,1.0
8,7,atomic add,66.5,1056000,1.0
9,7,atomic add,65.8,1067000,1.0
10,7,atomic add,66.6,1055000,1.0
11,7,atomic add,65.8,1066000,1.0
12,7,atomic add,66.0,1063000,1.0
13,7,atomic add,65.4,1074000,1.0
14,7,atomic add,65.6,1071000,1.0
0,8,atomic add,76.1,1053000,1.0
1,8,atomic add,74.4,1079000,1.0
2,8,atomic add,75.8,1059000,1.0
3,8,atomic add,75.3,1067000,1.0
4,8,atomic add,75.5,1063000,1.0
5,8,atomic add,74.6,1074000,1.0
6,8,atomic add,75.4,1063000,1.0
7,8,atomic add,76.0,1055000,1.0
8,8,atomic add,75.9,1059000,1.0
9,8,atomic add,74.8,1074000,1.0
10,8,atomic add,75.5,1063000,1.0
11,8,atomic add,75.6,1061000,1.0
12,8,atomic add,75.5,1064000,1.0
13,8,atomic add,75.7,1060000,1.0
14,8,atomic add,75.4,1065000,1.0
0,9,atomic add,83.6,1079000,1.0
1,9,atomic add,84.0,1075000,1.0
2,9,atomic add,84.8,1066000,1.0
3,9,atomic add,84.6,1069000,1.0
4,9,atomic add,84.2,1071000,1.0
5,9,atomic add,84.1,1076000,1.0
6,9,atomic add,85.0,1063000,1.0
7,9,atomic add,85.6,1054000,1.0
8,9,atomic add,84.6,1068000,1.0
9,9,atomic add,84.5,1068000,1.0
10,9,atomic add,84.2,1071000,1.0
11,9,atomic add,85.3,1057000,1.0
12,9,atomic add,84.2,1074000,1.0
13,9,atomic add,84.9,1063000,1.0
14,9,atomic add,84.6,1068000,1.0
0,10,atomic add,94.2,1064000,1.0
1,10,atomic add,93.9,1068000,1.0
2,10,atomic add,93.4,1072000,1.0
3,10,atomic add,92.6,1083000,1.0
4,10,atomic add,93.8,1070000,1.0
5,10,atomic add,93.6,1071000,1.0
6,10,atomic add,93.7,1073000,1.0
7,10,atomic add,93.4,1073000,1.0
8,10,atomic add,92.7,1082000,1.0
9,10,atomic add,94.6,1061000,1.0
10,10,atomic add,93.6,1071000,1.0
11,10,atomic add,93.9,1067000,1.0
12,10,atomic add,94.3,1065000,1.0
13,10,atomic add,94.1,1067000,1.0
14,10,atomic add,94.0,1069000,1.0
0,11,atomic add,104.4,1057000,1.0
1,11,atomic add,104.8,1054000,1.0
2,11,atomic add,103.6,1065000,1.0
3,11,atomic add,103.4,1068000,1.0
4,11,atomic add,104.4,1057000,1.0
5,11,atomic add,103.8,1064000,1.0
6,11,atomic add,104.7,1053000,1.0
7,11,atomic add,104.4,1057000,1.0
8,11,atomic add,104.1,1059000,1.0
9,11,atomic add,104.8,1054000,1.0
10,11,atomic add,104.8,1055000,1.0
11,11,atomic add,104.2,1059000,1.0
12,11,atomic add,104.1,1060000,1.0
13,11,atomic add,103.8,1065000,1.0
14,11,atomic add,104.7,1057000,1.0
0,12,atomic add,114.7,1050000,1.0
1,12,atomic add,113.7,1062000,1.0
2,12,atomic add,114.8,1048000,1.0
3,12,atomic add,114.2,1054000,1.0
4,12,atomic add,114.6,1052000,1.0
5,12,atomic add,115.0,1046000,1.0
6,12,atomic add,114.2,1055000,1.0
7,12,atomic add,114.6,1051000,1.0
8,12,atomic add,114.6,1052000,1.0
9,12,atomic add,113.9,1055000,1.0
10,12,atomic add,115.6,1042000,1.0
11,12,atomic add,115.3,1045000,1.0
12,12,atomic add,114.3,1053000,1.0
13,12,atomic add,113.9,1058000,1.0
14,12,atomic add,114.5,1053000,1.0
0,13,atomic add,122.8,1064000,1.0
1,13,atomic add,123.7,1055000,1.0
2,13,atomic add,123.2,1057000,1.0
3,13,atomic add,124.2,1050000,1.0
4,13,atomic add,123.9,1053000,1.0
5,13,atomic add,123.1,1060000,1.0
6,13,atomic add,123.8,1055000,1.0
7,13,atomic add,122.7,1066000,1.0
8,13,atomic add,124.6,1050000,1.0
9,13,atomic add,124.6,1046000,1.0
10,13,atomic add,123.0,1063000,1.0
11,13,atomic add,123.7,1055000,1.0
12,13,atomic add,124.7,1049000,1.0
13,13,atomic add,124.9,1047000,1.0
14,13,atomic add,124.6,1052000,1.0
0,14,atomic add,134.2,1048000,1.0
1,14,atomic add,133.1,1055000,1.0
2,14,atomic add,131.9,1067000,1.0
3,14,atomic add,132.0,1066000,1.0
4,14,atomic add,133.5,1054000,1.0
5,14,atomic add,133.9,1054000,1.0
6,14,atomic add,132.0,1066000,1.0
7,14,atomic add,133.9,1051000,1.0
8,14,atomic add,131.8,1068000,1.0
9,14,atomic add,132.8,1061000,1.0
10,14,atomic add,132.2,1065000,1.0
