Trial,Cores,Implementation,Nanos/Op,Total,Rlen
0,5,cas multi,15.1,164997600,1.0
1,5,cas multi,15.1,164658200,1.0
2,5,cas multi,15.2,163694800,1.0
3,5,cas multi,15.1,165468600,1.0
4,5,cas multi,15.1,165078200,1.0
5,5,cas multi,15.1,164516200,1.0
6,5,cas multi,15.1,164918000,1.0
7,5,cas multi,15.1,164733600,1.0
8,5,cas multi,15.1,165516800,1.0
9,5,cas multi,15.1,165494800,1.0
10,5,cas multi,15.2,164215600,1.0
11,5,cas multi,15.1,165257800,1.0
12,5,cas multi,15.1,165536200,1.0
13,5,cas multi,15.2,164652600,1.0
14,5,cas multi,15.1,165196200,1.0
0,6,cas multi,18.1,165505000,1.0
1,6,cas multi,18.2,164972600,1.0
2,6,cas multi,18.2,165237000,1.0
3,6,cas multi,18.2,164960000,1.0
4,6,cas multi,18.1,165512600,1.0
5,6,cas multi,18.1,165531200,1.0
6,6,cas multi,18.2,163973200,1.0
7,6,cas multi,18.3,164203800,1.0
8,6,cas multi,18.1,165631800,1.0
9,6,cas multi,18.1,165204400,1.0
10,6,cas multi,18.1,165716400,1.0
11,6,cas multi,18.1,164686800,1.0
12,6,cas multi,18.1,165301200,1.0
13,6,cas multi,18.1,165556000,1.0
14,6,cas multi,18.0,165601400,1.0
0,5,mutex add,331.9,7567200,1.0
1,5,mutex add,331.7,7561200,1.0
2,5,mutex add,332.2,7548800,1.0
3,5,mutex add,334.1,7519800,1.0
4,5,mutex add,334.2,7516600,1.0
5,5,mutex add,331.5,7565200,1.0
6,5,mutex add,332.3,7560000,1.0
7,5,mutex add,332.8,7549000,1.0
8,5,mutex add,331.9,7569600,1.0
9,5,mutex add,330.1,7598200,1.0
10,5,mutex add,332.6,7540600,1.0
11,5,mutex add,333.0,7543600,1.0
12,5,mutex add,331.9,7557600,1.0
13,5,mutex add,332.1,7551600,1.0
14,5,mutex add,330.9,7555400,1.0
0,6,mutex add,404.2,7471600,1.0
1,6,mutex add,404.6,7449400,1.0
2,6,mutex add,405.4,7449400,1.0
3,6,mutex add,405.6,7445800,1.0
4,6,mutex add,405.7,7453800,1.0
5,6,mutex add,404.3,7470200,1.0
6,6,mutex add,404.3,7479000,1.0
7,6,mutex add,405.9,7450200,1.0
8,6,mutex add,408.1,7409800,1.0
9,6,mutex add,404.4,7466800,1.0
10,6,mutex add,404.5,7466600,1.0
11,6,mutex add,405.2,7452800,1.0
12,6,mutex add,404.8,7470200,1.0
13,6,mutex add,402.3,7507200,1.0
14,6,mutex add,401.1,7479600,1.0
0,5,pure spin,906.2,2750200,1.0
1,5,pure spin,1044.7,2385400,1.0
2,5,pure spin,1058.3,2362400,1.0
3,5,pure spin,1062.5,2349200,1.0
4,5,pure spin,996.5,2505000,1.0
5,5,pure spin,1053.9,2368400,1.0
6,5,pure spin,1014.0,2457800,1.0
7,5,pure spin,956.0,2615000,1.0
8,5,pure spin,1104.4,2263800,1.0
9,5,pure spin,969.4,2579000,1.0
10,5,pure spin,1069.1,2332600,1.0
11,5,pure spin,1058.2,2355000,1.0
12,5,pure spin,976.3,2560800,1.0
13,5,pure spin,1009.9,2471600,1.0
14,5,pure spin,999.7,2489000,1.0
0,6,pure spin,1459.4,2061200,1.0
1,6,pure spin,1419.8,2110200,1.0
2,6,pure spin,1626.7,1844200,1.0
3,6,pure spin,1430.1,2087600,1.0
4,6,pure spin,1582.6,1888000,1.0
5,6,pure spin,1505.1,1974600,1.0
6,6,pure spin,1433.6,2087000,1.0
7,6,pure spin,1466.3,2062200,1.0
8,6,pure spin,1402.8,2135800,1.0
9,6,pure spin,1353.9,2215800,1.0
10,6,pure spin,1403.3,2135200,1.0
11,6,pure spin,1266.7,2362200,1.0
12,6,pure spin,1428.2,2151000,1.0
13,6,pure spin,1343.1,2236600,1.0
14,6,pure spin,1456.1,2079600,1.0
0,5,pause spin,494.5,5095800,1.0
1,5,pause spin,527.9,4735600,1.0
2,5,pause spin,505.8,5061400,1.0
3,5,pause spin,488.0,5204600,1.0
4,5,pause spin,533.4,4687200,1.0
5,5,pause spin,525.2,4759800,1.0
6,5,pause spin,505.1,5049400,1.0
7,5,pause spin,496.4,5028400,1.0
8,5,pause spin,487.7,5238200,1.0
9,5,pause spin,478.0,5221400,1.0
10,5,pause spin,501.3,4981600,1.0
11,5,pause spin,495.3,5031600,1.0
12,5,pause spin,541.1,4694400,1.0
13,5,pause spin,512.9,4858800,1.0
14,5,pause spin,520.5,4857200,1.0
0,6,pause spin,619.2,4831800,1.0
1,6,pause spin,628.0,4764400,1.0
2,6,pause spin,619.7,4828400,1.0
3,6,pause spin,612.0,4895400,1.0
4,6,pause spin,650.4,4612400,1.0
5,6,pause spin,612.3,4899800,1.0
6,6,pause spin,569.4,5240800,1.0
7,6,pause spin,618.5,4833600,1.0
8,6,pause spin,620.2,4867400,1.0
9,6,pause spin,612.9,4901400,1.0
10,6,pause spin,605.9,4997400,1.0
11,6,pause spin,619.1,4845400,1.0
12,6,pause spin,612.3,4978200,1.0
13,6,pause spin,635.0,4724800,1.0
14,6,pause spin,628.8,4739400,1.0
0,5,yield spin,80.5,31113400,1.0
1,5,yield spin,80.4,31097600,1.0
2,5,yield spin,79.8,31385000,1.0
3,5,yield spin,79.6,31422800,1.0
4,5,yield spin,79.7,31452600,1.0
5,5,yield spin,80.1,31280800,1.0
6,5,yield spin,79.8,31406000,1.0
7,5,yield spin,79.6,31417400,1.0
8,5,yield spin,79.3,31510600,1.0
9,5,yield spin,79.4,31482200,1.0
10,5,yield spin,81.4,30766600,1.0
11,5,yield spin,79.5,31434600,1.0
12,5,yield spin,80.5,31126800,1.0
13,5,yield spin,80.3,31140200,1.0
14,5,yield spin,80.0,31171200,1.0
0,6,yield spin,94.8,31747800,1.0
1,6,yield spin,93.8,32097800,1.0
2,6,yield spin,93.5,32152000,1.0
3,6,yield spin,95.8,31460200,1.0
4,6,yield spin,94.3,31884600,1.0
5,6,yield spin,93.7,32091200,1.0
6,6,yield spin,93.6,32120400,1.0
7,6,yield spin,94.1,31975800,1.0
8,6,yield spin,94.5,31877600,1.0
9,6,yield spin,93.9,32044200,1.0
10,6,yield spin,93.3,32285400,1.0
11,6,yield spin,93.7,32056400,1.0
12,6,yield spin,94.7,31773200,1.0
13,6,yield spin,93.6,32151800,1.0
14,6,yield spin,93.7,31898000,1.0
0,5,ticket spin,115881.9,100200,1.0
1,5,ticket spin,207494.5,103400,1.0
2,5,ticket spin,68483.9,101000,1.0
3,5,ticket spin,234545.0,81800,1.0
4,5,ticket spin,231245.5,100200,1.0
5,5,ticket spin,111575.5,105000,1.0
6,5,ticket spin,98006.6,102600,1.0
7,5,ticket spin,111020.6,99400,1.0
8,5,ticket spin,90734.3,100200,1.0
9,5,ticket spin,105854.9,109200,1.0
10,5,ticket spin,184905.4,105000,1.0
11,5,ticket spin,166891.7,102600,1.0
12,5,ticket spin,124906.2,102600,1.0
13,5,ticket spin,138160.5,102600,1.0
14,5,ticket spin,171146.0,95400,1.0
0,6,ticket spin,288090.7,90800,1.0
1,6,ticket spin,209505.1,66000,1.0
2,6,ticket spin,145404.1,102000,1.0
3,6,ticket spin,179684.6,98800,1.0
4,6,ticket spin,109654.5,69200,1.0
5,6,ticket spin,479187.1,35600,1.0
6,6,ticket spin,416510.4,69200,1.0
7,6,ticket spin,141279.2,66800,1.0
8,6,ticket spin,74137.9,58000,1.0
9,6,ticket spin,1012300.4,34000,1.0
10,6,ticket spin,202356.8,67600,1.0
11,6,ticket spin,374587.3,35600,1.0
12,6,ticket spin,786547.1,34000,1.0
13,6,ticket spin,285492.7,35600,1.0
14,6,ticket spin,647198.8,33200,1.0
0,5,ticket yield,4632.8,548200,1.0
1,5,ticket yield,4591.6,546000,1.0
2,5,ticket yield,2915.5,871600,1.0
3,5,ticket yield,4433.4,573200,1.0
4,5,ticket yield,4598.4,553400,1.0
5,5,ticket yield,3393.1,737800,1.0
6,5,ticket yield,4541.1,559200,1.0
7,5,ticket yield,2743.2,921000,1.0
8,5,ticket yield,4444.4,564200,1.0
9,5,ticket yield,3168.9,802200,1.0
10,5,ticket yield,3225.2,783200,1.0
11,5,ticket yield,4510.7,556000,1.0
12,5,ticket yield,4594.4,550000,1.0
13,5,ticket yield,4547.0,555400,1.0
14,5,ticket yield,2782.7,896800,1.0
0,6,ticket yield,5029.0,605400,1.0
1,6,ticket yield,5770.6,527600,1.0
2,6,ticket yield,6230.6,488600,1.0
3,6,ticket yield,5490.3,554600,1.0
4,6,ticket yield,5243.1,587600,1.0
5,6,ticket yield,5095.7,604600,1.0
6,6,ticket yield,5427.9,560800,1.0
7,6,ticket yield,5180.1,588200,1.0
8,6,ticket yield,6087.8,505800,1.0
9,6,ticket yield,5806.2,525000,1.0
10,6,ticket yield,5932.7,527000,1.0
11,6,ticket yield,5945.3,510600,1.0
12,6,ticket yield,5185.5,587400,1.0
13,6,ticket yield,5501.3,559600,1.0
14,6,ticket yield,5907.6,505400,1.0
0,5,ticket blocking,43383.4,58600,1.0
1,5,ticket blocking,43053.9,58600,1.0
2,5,ticket blocking,43220.6,59200,1.0
3,5,ticket blocking,43562.2,58600,1.0
4,5,ticket blocking,42427.5,59600,1.0
5,5,ticket blocking,43212.2,59200,1.0
6,5,ticket blocking,42972.2,58600,1.0
7,5,ticket blocking,43254.6,58600,1.0
8,5,ticket blocking,43160.4,58600,1.0
9,5,ticket blocking,43094.3,58600,1.0
10,5,ticket blocking,42325.3,59600,1.0
11,5,ticket blocking,42976.6,58600,1.0
12,5,ticket blocking,43376.2,58200,1.0
13,5,ticket blocking,44511.5,57200,1.0
14,5,ticket blocking,42381.6,59200,1.0
0,6,ticket blocking,64531.6,48000,1.0
1,6,ticket blocking,63026.1,49200,1.0
2,6,ticket blocking,63219.3,49200,1.0
3,6,ticket blocking,62722.6,49200,1.0
4,6,ticket blocking,62401.9,50400,1.0
5,6,ticket blocking,61902.8,49200,1.0
6,6,ticket blocking,60920.7,51600,1.0
7,6,ticket blocking,62180.5,50400,1.0
8,6,ticket blocking,63190.4,49200,1.0
9,6,ticket blocking,61823.5,50400,1.0
10,6,ticket blocking,62189.9,50400,1.0
11,6,ticket blocking,61754.1,50400,1.0
12,6,ticket blocking,61964.0,50400,1.0
13,6,ticket blocking,61289.2,50400,1.0
14,6,ticket blocking,59865.8,50400,1.0
0,5,queued fifo,21578.4,117000,1.0
1,5,queued fifo,22355.8,114000,1.0
2,5,queued fifo,22067.5,114000,1.0
3,5,queued fifo,21764.0,118000,1.0
4,5,queued fifo,22069.7,117000,1.0
5,5,queued fifo,22175.3,115000,1.0
6,5,queued fifo,21823.6,116000,1.0
7,5,queued fifo,22441.8,115000,1.0
8,5,queued fifo,21892.7,116000,1.0
9,5,queued fifo,22112.6,116000,1.0
10,5,queued fifo,21829.2,117000,1.0
11,5,queued fifo,22003.6,115000,1.0
12,5,queued fifo,21532.9,117000,1.0
13,5,queued fifo,21877.1,115000,1.0
14,5,queued fifo,21714.0,116000,1.0
0,6,queued fifo,25787.0,117600,1.0
1,6,queued fifo,26938.2,115200,1.0
2,6,queued fifo,28093.4,111600,1.0
3,6,queued fifo,26651.9,115200,1.0
4,6,queued fifo,26399.6,116400,1.0
5,6,queued fifo,26700.5,116400,1.0
6,6,queued fifo,26624.7,117600,1.0
7,6,queued fifo,26527.2,114000,1.0
8,6,queued fifo,26494.5,117600,1.0
9,6,queued fifo,26615.1,117600,1.0
10,6,queued fifo,26737.4,116400,1.0
11,6,queued fifo,26224.1,116800,1.0
12,6,queued fifo,26546.1,115200,1.0
13,6,queued fifo,27033.5,116400,1.0
14,6,queued fifo,25837.1,116400,1.0
0,5,mutex3,345.1,7266600,1.0
1,5,mutex3,345.4,7272000,1.0
2,5,mutex3,345.9,7262400,1.0
3,5,mutex3,345.7,7265400,1.0
4,5,mutex3,346.9,7241800,1.0
5,5,mutex3,345.3,7262800,1.0
6,5,mutex3,346.3,7241800,1.0
7,5,mutex3,344.2,7298400,1.0
8,5,mutex3,345.2,7265200,1.0
9,5,mutex3,345.6,7266800,1.0
10,5,mutex3,345.4,7273200,1.0
11,5,mutex3,344.2,7298400,1.0
12,5,mutex3,346.7,7246600,1.0
13,5,mutex3,345.3,7273200,1.0
14,5,mutex3,343.1,7286400,1.0
0,6,mutex3,420.7,7169600,1.0
1,6,mutex3,417.1,7230000,1.0
2,6,mutex3,418.8,7210800,1.0
3,6,mutex3,418.1,7223600,1.0
4,6,mutex3,419.0,7217600,1.0
5,6,mutex3,418.8,7219800,1.0
6,6,mutex3,417.2,7214800,1.0
7,6,mutex3,417.1,7239000,1.0
8,6,mutex3,419.1,7205400,1.0
9,6,mutex3,419.4,7209400,1.0
10,6,mutex3,419.8,7202000,1.0
11,6,mutex3,419.1,7215400,1.0
12,6,mutex3,418.8,7220400,1.0
13,6,mutex3,418.3,7219000,1.0
14,6,mutex3,415.4,7221400,1.0
