Trial,Cores,Implementation,Nanos/Op,Total,Rlen
9,5,mutex add,897.7,2798400,1.0
10,5,mutex add,898.4,2796200,1.0
11,5,mutex add,884.9,2834400,1.0
12,5,mutex add,897.0,2800800,1.0
13,5,mutex add,883.2,2844400,1.0
14,5,mutex add,890.4,2807800,1.0
0,6,mutex add,1039.8,2904400,1.0
1,6,mutex add,1039.7,2904600,1.0
2,6,mutex add,1035.6,2916200,1.0
3,6,mutex add,1040.2,2907400,1.0
4,6,mutex add,875.6,3449400,1.0
5,6,mutex add,1036.9,2909000,1.0
6,6,mutex add,1037.1,2915800,1.0
7,6,mutex add,1039.8,2908200,1.0
8,6,mutex add,1034.9,2918400,1.0
9,6,mutex add,1038.3,2908600,1.0
10,6,mutex add,1042.6,2896600,1.0
11,6,mutex add,1035.0,2918000,1.0
12,6,mutex add,1033.6,2918400,1.0
13,6,mutex add,1035.1,2917600,1.0
14,6,mutex add,1037.5,2891800,1.0
0,5,pure spin,563.5,4429800,1.0
1,5,pure spin,550.8,4524200,1.0
2,5,pure spin,566.6,4405600,1.0
3,5,pure spin,605.6,4115200,1.0
4,5,pure spin,776.6,3214200,1.0
5,5,pure spin,569.3,4377800,1.0
6,5,pure spin,872.9,2864000,1.0
7,5,pure spin,562.4,4452400,1.0
8,5,pure spin,738.5,3374800,1.0
9,5,pure spin,728.8,3458200,1.0
10,5,pure spin,755.0,3311600,1.0
11,5,pure spin,691.9,3601600,1.0
12,5,pure spin,747.7,3338200,1.0
13,5,pure spin,882.2,2825000,1.0
14,5,pure spin,777.7,3199800,1.0
0,6,pure spin,1125.8,2664800,1.0
1,6,pure spin,1187.5,2513000,1.0
2,6,pure spin,1106.4,2700800,1.0
3,6,pure spin,1184.6,2532600,1.0
4,6,pure spin,1161.3,2649000,1.0
5,6,pure spin,1180.3,2531600,1.0
6,6,pure spin,1193.4,2510600,1.0
7,6,pure spin,1083.1,2766200,1.0
8,6,pure spin,1180.3,2535000,1.0
9,6,pure spin,1150.1,2633000,1.0
10,6,pure spin,1213.2,2525600,1.0
11,6,pure spin,1100.8,2725400,1.0
12,6,pure spin,1096.8,2739000,1.0
13,6,pure spin,954.1,3140400,1.0
14,6,pure spin,1019.6,2927000,1.0
0,5,pause spin,596.7,4250400,1.0
1,5,pause spin,586.1,4266000,1.0
2,5,pause spin,634.6,3939800,1.0
3,5,pause spin,617.5,4081400,1.0
4,5,pause spin,599.1,4160000,1.0
5,5,pause spin,549.6,4658000,1.0
6,5,pause spin,524.6,4750400,1.0
7,5,pause spin,634.0,3943200,1.0
8,5,pause spin,601.6,4142600,1.0
9,5,pause spin,560.6,4452400,1.0
10,5,pause spin,536.9,4767800,1.0
11,5,pause spin,598.3,4165200,1.0
12,5,pause spin,598.8,4161600,1.0
13,5,pause spin,595.0,4188200,1.0
14,5,pause spin,628.4,3991200,1.0
0,6,pause spin,761.0,3973600,1.0
1,6,pause spin,762.7,3917800,1.0
2,6,pause spin,880.5,3434600,1.0
3,6,pause spin,717.4,4165400,1.0
4,6,pause spin,905.4,3309200,1.0
5,6,pause spin,868.4,3445600,1.0
6,6,pause spin,835.6,3619200,1.0
7,6,pause spin,842.4,3599600,1.0
8,6,pause spin,783.8,3807400,1.0
9,6,pause spin,814.9,3661800,1.0
10,6,pause spin,760.0,3937000,1.0
11,6,pause spin,819.4,3661400,1.0
12,6,pause spin,836.7,3566400,1.0
13,6,pause spin,846.7,3567000,1.0
14,6,pause spin,759.9,3921600,1.0
0,5,yield spin,263.4,9495600,1.0
1,5,yield spin,262.8,9517000,1.0
2,5,yield spin,263.6,9503000,1.0
3,5,yield spin,263.2,9521600,1.0
4,5,yield spin,262.3,9553800,1.0
5,5,yield spin,262.9,9515600,1.0
6,5,yield spin,262.3,9537400,1.0
7,5,yield spin,262.9,9515800,1.0
8,5,yield spin,262.7,9522800,1.0
9,5,yield spin,263.5,9503800,1.0
10,5,yield spin,262.8,9532800,1.0
11,5,yield spin,262.9,9531400,1.0
12,5,yield spin,262.6,9526400,1.0
13,5,yield spin,262.6,9538200,1.0
14,5,yield spin,262.7,9493200,1.0
0,6,yield spin,252.3,11932400,1.0
1,6,yield spin,251.9,11937000,1.0
2,6,yield spin,251.7,11921600,1.0
3,6,yield spin,252.4,11931600,1.0
4,6,yield spin,251.8,11969400,1.0
5,6,yield spin,252.0,11950200,1.0
6,6,yield spin,251.9,11915600,1.0
7,6,yield spin,249.4,12050400,1.0
8,6,yield spin,251.7,11968800,1.0
9,6,yield spin,252.3,11907800,1.0
10,6,yield spin,251.8,11934400,1.0
11,6,yield spin,252.0,11945200,1.0
12,6,yield spin,251.3,11959400,1.0
13,6,yield spin,253.3,11869200,1.0
14,6,yield spin,249.6,11966800,1.0
0,5,ticket spin,231244.4,37000,1.0
1,5,ticket spin,313445.2,35400,1.0
2,5,ticket spin,623092.7,36200,1.0
3,5,ticket spin,349706.9,34600,1.0
4,5,ticket spin,80813.4,34600,1.0
5,5,ticket spin,182544.0,34600,1.0
6,5,ticket spin,237456.8,34600,1.0
7,5,ticket spin,313445.5,35400,1.0
8,5,ticket spin,126440.6,35400,1.0
9,5,ticket spin,501546.4,36200,1.0
10,5,ticket spin,452929.3,36200,1.0
11,5,ticket spin,536905.1,36200,1.0
12,5,ticket spin,217966.0,35400,1.0
13,5,ticket spin,367515.5,34600,1.0
14,5,ticket spin,482541.1,36200,1.0
0,6,ticket spin,608704.5,12400,1.0
1,6,ticket spin,736457.2,23800,1.0
2,6,ticket spin,375087.8,24400,1.0
3,6,ticket spin,1480992.5,11800,1.0
4,6,ticket spin,976363.3,19800,1.0
5,6,ticket spin,920010.9,12400,1.0
6,6,ticket spin,2229655.7,12400,1.0
7,6,ticket spin,735904.6,24400,1.0
8,6,ticket spin,620816.9,24400,1.0
9,6,ticket spin,768919.8,37200,1.0
10,6,ticket spin,271808.8,24400,1.0
11,6,ticket spin,401904.1,35600,1.0
12,6,ticket spin,688958.5,11600,1.0
13,6,ticket spin,1849011.6,12400,1.0
14,6,ticket spin,1011745.7,25200,1.0
0,5,ticket yield,3006.6,841000,1.0
1,5,ticket yield,3027.8,833600,1.0
2,5,ticket yield,3041.4,835800,1.0
3,5,ticket yield,3059.3,825800,1.0
4,5,ticket yield,3079.7,819800,1.0
5,5,ticket yield,3070.8,817000,1.0
6,5,ticket yield,3075.6,820800,1.0
7,5,ticket yield,3060.2,824800,1.0
8,5,ticket yield,3018.1,836600,1.0
9,5,ticket yield,3064.9,823800,1.0
10,5,ticket yield,3024.9,839800,1.0
11,5,ticket yield,2987.7,847000,1.0
12,5,ticket yield,3086.3,823800,1.0
13,5,ticket yield,3104.5,813800,1.0
14,5,ticket yield,3009.7,828800,1.0
0,6,ticket yield,4227.9,718400,1.0
1,6,ticket yield,4224.1,722800,1.0
2,6,ticket yield,4283.1,709800,1.0
3,6,ticket yield,4308.3,718200,1.0
4,6,ticket yield,4327.2,715600,1.0
5,6,ticket yield,4275.8,715800,1.0
6,6,ticket yield,4294.3,714000,1.0
7,6,ticket yield,4276.9,735600,1.0
8,6,ticket yield,4193.4,733800,1.0
9,6,ticket yield,4280.5,718600,1.0
10,6,ticket yield,4206.9,730800,1.0
11,6,ticket yield,4342.0,716800,1.0
12,6,ticket yield,4241.4,713000,1.0
13,6,ticket yield,4307.5,710400,1.0
14,6,ticket yield,4198.3,712600,1.0
0,5,ticket blocking,35148.4,73000,1.0
1,5,ticket blocking,35191.6,73000,1.0
2,5,ticket blocking,35169.3,73000,1.0
3,5,ticket blocking,34764.9,72400,1.0
4,5,ticket blocking,35449.7,72000,1.0
5,5,ticket blocking,35385.6,72000,1.0
6,5,ticket blocking,34758.8,73000,1.0
7,5,ticket blocking,35672.4,72000,1.0
8,5,ticket blocking,35180.3,73000,1.0
9,5,ticket blocking,35424.1,72000,1.0
10,5,ticket blocking,35173.9,73000,1.0
11,5,ticket blocking,35409.0,72000,1.0
12,5,ticket blocking,35360.7,72000,1.0
13,5,ticket blocking,35417.8,72000,1.0
14,5,ticket blocking,34588.9,72400,1.0
0,6,ticket blocking,54582.1,57600,1.0
1,6,ticket blocking,53004.5,57600,1.0
2,6,ticket blocking,54793.7,57600,1.0
3,6,ticket blocking,53125.2,58800,1.0
4,6,ticket blocking,53772.7,57600,1.0
5,6,ticket blocking,54402.8,57600,1.0
6,6,ticket blocking,53213.6,58000,1.0
7,6,ticket blocking,54048.5,57600,1.0
8,6,ticket blocking,54187.5,57600,1.0
9,6,ticket blocking,53575.2,57600,1.0
10,6,ticket blocking,54429.7,57600,1.0
11,6,ticket blocking,53989.1,57600,1.0
12,6,ticket blocking,53781.4,57600,1.0
13,6,ticket blocking,54800.1,57600,1.0
14,6,ticket blocking,52174.5,57600,1.0
0,5,queued fifo,14898.0,171000,1.0
1,5,queued fifo,14512.8,172600,1.0
2,5,queued fifo,14660.6,173000,1.0
3,5,queued fifo,15011.7,172000,1.0
4,5,queued fifo,14830.7,174000,1.0
5,5,queued fifo,14499.4,175000,1.0
6,5,queued fifo,14428.9,173400,1.0
7,5,queued fifo,13300.3,189000,1.0
8,5,queued fifo,14752.1,175000,1.0
9,5,queued fifo,13093.4,192000,1.0
10,5,queued fifo,13401.1,189000,1.0
11,5,queued fifo,14826.6,173000,1.0
12,5,queued fifo,14591.9,173000,1.0
13,5,queued fifo,13567.5,188000,1.0
14,5,queued fifo,14385.7,174000,1.0
0,6,queued fifo,18093.1,172800,1.0
1,6,queued fifo,16854.6,186000,1.0
2,6,queued fifo,17837.3,175200,1.0
3,6,queued fifo,16155.5,188400,1.0
4,6,queued fifo,16317.3,186000,1.0
5,6,queued fifo,15528.4,199200,1.0
6,6,queued fifo,17625.9,176400,1.0
7,6,queued fifo,17439.6,175200,1.0
8,6,queued fifo,16710.8,184800,1.0
9,6,queued fifo,16397.1,184800,1.0
10,6,queued fifo,16715.5,186000,1.0
11,6,queued fifo,18010.3,175200,1.0
12,6,queued fifo,18293.3,174000,1.0
13,6,queued fifo,17452.1,174000,1.0
14,6,queued fifo,17333.0,173200,1.0
0,5,mutex3,392.6,6398000,1.0
1,5,mutex3,394.1,6374200,1.0
2,5,mutex3,393.4,6386200,1.0
3,5,mutex3,393.0,6391800,1.0
4,5,mutex3,392.5,6400800,1.0
5,5,mutex3,394.7,6365200,1.0
6,5,mutex3,391.2,6411000,1.0
7,5,mutex3,392.6,6398000,1.0
8,5,mutex3,392.5,6400600,1.0
9,5,mutex3,392.2,6395200,1.0
10,5,mutex3,392.3,6404200,1.0
11,5,mutex3,393.5,6383600,1.0
12,5,mutex3,391.7,6402600,1.0
13,5,mutex3,391.6,6404000,1.0
14,5,mutex3,390.7,6399200,1.0
0,6,mutex3,477.4,6326400,1.0
1,6,mutex3,478.1,6324600,1.0
2,6,mutex3,474.3,6359000,1.0
3,6,mutex3,476.6,6345800,1.0
4,6,mutex3,480.2,6297200,1.0
5,6,mutex3,489.2,6181800,1.0
6,6,mutex3,483.4,6256200,1.0
7,6,mutex3,475.8,6355400,1.0
8,6,mutex3,477.2,6319600,1.0
9,6,mutex3,476.0,6344600,1.0
10,6,mutex3,477.6,6323200,1.0
11,6,mutex3,480.9,6288400,1.0
12,6,mutex3,476.4,6348200,1.0
13,6,mutex3,476.1,6343400,1.0
14,6,mutex3,474.1,6327600,1.0
